Datetime,ret_4h,ret_8h,ret_24h,ret_48h,bar_range,range_ma_5,is_high_vol_bar,last_4h_direction,momentum_consistency_24h,rate_vs_24h_high,rate_vs_24h_low,rate_vs_48h_avg,rsi_4h,is_asian,is_london,is_ny,hour,day_of_week,session_num,Close,session
2024-02-26 08:00:00+00:00,-0.0003258756399994178,-0.0007781029639887249,-0.0006393959595256682,0.00020535823772593886,0.0009658790291322232,0.0007434330125838666,0,-1.0,-1.0,-0.0013202359645817507,0.0001690527985516166,-0.0003192939308508391,37.14398405712862,0,1,0,8,0,2,82.8280029296875,london
2024-02-26 12:00:00+00:00,0.0,-0.0003258756399994178,-0.0001206512366935808,-0.00018105801610879269,0.0008451211226671893,0.0008593344938323166,0,0.0,0.0,-0.0013202359645817507,0.0003381627644649665,-0.0003042124383199063,43.471817298347915,0,0,1,12,0,3,82.8280029296875,newyork
2024-02-26 16:00:00+00:00,-2.4225270328193105e-05,-2.4225270328193105e-05,-0.00015693681442030538,-0.00016899975354589536,6.042647272716554e-05,0.0008714197883777499,0,-1.0,-2.0,-0.001344429251836865,0.0003139293020524292,-0.0003143536983499784,52.90656416321703,0,0,1,16,0,3,82.82599639892578,newyork
2024-02-26 20:00:00+00:00,-0.0002776301658531377,-0.00030184871051552875,-0.0004345234098795947,-0.0005431412849721262,0.000640090370035257,0.0007279946093216766,0,-1.0,-3.0,-0.0016216861635738322,3.621197995506975e-05,-0.0005466617660110362,41.96819755507215,0,0,1,20,0,3,82.8030014038086,newyork
2024-02-27 00:00:00+00:00,0.0009298678587010833,0.0006519795334800627,-0.00015085294038064134,0.0002413304721109455,0.0010919387177701105,0.000720691142466389,1,1.0,-3.0,-0.0003317428083128293,0.0009661135110121677,0.0003625767617088105,56.19198337151901,0,0,0,0,1,0,82.87999725341797,off
2024-02-27 04:00:00+00:00,-0.00024127224576597772,0.0006883712616285731,6.031323656396914e-05,-0.0003619107192395221,0.0008026240844680592,0.0006880401535335563,0,-1.0,-3.0,-0.0004825200819188469,0.000724608168869878,0.00015139540704645071,51.79120453665536,1,0,0,4,1,1,82.86000061035156,asian
2024-02-27 08:00:00+00:00,-8.452551445925494e-05,-0.00032577736656447254,0.00030175659922160314,-0.00033783230225437055,0.0009052729594571051,0.0007000705208915394,0,-1.0,-3.0,-0.0005670048111200421,0.0006400214065322984,9.502386087367753e-05,48.93882646691635,0,1,0,8,1,2,82.85299682617188,london
2024-02-27 12:00:00+00:00,0.00019319119814276142,0.00010864935409804488,0.0004950060940831502,0.00037429513429221295,0.0006033987349801681,0.0008086649733421399,0,1.0,-2.0,-0.0003739231533160803,0.0008091753966452675,0.0002570368223551167,46.6779333655239,0,0,1,12,1,3,82.86900329589844,newyork
2024-02-27 16:00:00+00:00,-0.00014481937902410813,4.834384128926672e-05,0.00037434936762692494,0.0002173538040093348,0.0001930897799338191,0.0007192648553218525,0,-1.0,-2.0,-0.000518688381021315,0.0006642388333426563,9.406760334296216e-05,46.23920790184871,0,0,1,16,1,3,82.85700225830078,newyork
2024-02-27 20:00:00+00:00,0.00024133920515323481,9.648487553537421e-05,0.0008936571900060031,0.00045874546515700665,0.00024128097459470596,0.0005491333066867715,0,1.0,0.0,-0.0002774743557095727,0.0009057383453681123,0.000297194074022622,56.587968451982064,0,0,1,20,1,3,82.87699890136719,newyork
2024-02-28 00:00:00+00:00,0.00018705949651898202,0.0004284438464625673,0.00015087570042360277,0.0,0.0008566127615144788,0.0005599310420960554,1,1.0,0.0,-0.00039193511615354115,0.000863340050042849,0.00048430916351560604,58.61569080321384,0,0,0,0,2,0,82.89250183105469,off
2024-02-28 04:00:00+00:00,-0.00017496732133226445,1.2059445887890874e-05,0.00021720663247215555,0.00027753296947108375,0.0005429446878551337,0.00048746538777566116,0,-1.0,0.0,-0.0005668338616483526,0.0006882216724146684,0.0002861220053789193,55.99999999999999,1,0,0,4,2,1,82.87799835205078,asian
2024-02-28 08:00:00+00:00,-0.0002774559662929166,-0.0004523747418978541,2.4217962398154214e-05,0.00032598186954979624,0.0012189719475309833,0.0006105800302858242,1,-1.0,0.0,-0.0011451910163163825,0.0004105747549125738,-1.8569379406363495e-05,43.63358462216005,0,1,0,8,2,2,82.8550033569336,london
2024-02-28 12:00:00+00:00,-0.00012071855440498602,-0.00039814102661472894,-0.00028963875804810524,0.0002052239630847552,0.0003982996060287365,0.0006516219955048075,0,-1.0,-2.0,-0.001265771324917342,0.00013281487025507133,-0.00015637912499821827,48.12698231276967,0,0,1,12,2,3,82.84500122070312,newyork
2024-02-28 16:00:00+00:00,0.00016898954382948972,4.825058925117531e-05,2.4124712609818744e-05,0.0003984831113075238,0.00018102305649972676,0.0006395704118858118,0,1.0,0.0,-0.0010969956832065364,0.000301826858408738,-2.0609440016694514e-05,56.10188327876731,0,0,1,16,2,3,82.85900115966797,newyork
2024-02-28 20:00:00+00:00,0.00034998404768837865,0.0005190327351625168,0.0001327459616045079,0.0010265217809937166,0.00034986160170893726,0.0005382201799247036,0,1.0,0.0,-0.0007473955665076026,0.000651916540682862,0.0002438626424734469,60.60009705073597,0,0,1,20,2,3,82.88800048828125,newyork
2024-02-29 00:00:00+00:00,2.4115690514969756e-05,0.0003741081783104061,-3.0188996000490853e-05,0.0001206821496371191,0.0008385062696522031,0.0005973324962841173,0,1.0,0.0,-0.0007232978999527351,0.000676047952615555,0.0002579232926092079,61.30806351602728,0,0,0,0,3,0,82.88999938964844,off
2024-02-29 04:00:00+00:00,0.00042229053404652106,0.0004464164083894939,0.0005671553445023569,0.0007844851668770136,0.0009888541381263992,0.0005513089344032006,1,1.0,2.0,-0.00030131280776257707,0.0010986239753130178,0.0006149155903034664,70.67783898414669,1,0,0,4,3,1,82.92500305175781,asian
2024-02-29 08:00:00+00:00,-0.00015079381581584173,0.00027143303942978037,0.0006939245049548681,0.0007181592727907304,0.0005126290693900634,0.0005741748270754658,0,-1.0,2.0,-0.0002712857675887248,0.0009476644937957968,0.00040417345860332965,57.04971205401469,0,1,0,8,3,2,82.9124984741211,london
2024-02-29 12:00:00+00:00,-0.0007176438901764781,-0.0008683294897318117,9.651282939149297e-05,-0.00019315388251273102,0.0002654767513085987,0.0005910655660372403,0,-1.0,2.0,-0.0009887349711916738,0.00010857824296461871,-0.0002976710597702992,48.703096745027125,0,0,1,12,3,3,82.85299682617188,newyork
2024-02-29 16:00:00+00:00,-1.2062939445556253e-05,-0.0007296981727271667,-8.452653401158639e-05,-6.040386058014935e-05,7.24705943887133e-05,0.0005355873645731955,0,-1.0,0.0,-0.0010007859835871047,9.651399374632774e-05,-0.00030469954184897396,49.810720994076,0,0,1,16,3,3,82.85199737548828,newyork
2024-02-29 20:00:00+00:00,0.00010865984927410643,9.659559907126969e-05,-0.000325745911193831,-0.0001930431910435182,0.0005913952406816579,0.00048616515877908644,0,1.0,0.0,-0.0008922348795671331,0.00020518433021643467,-0.00017998881280001378,48.44301956244249,0,0,1,20,3,3,82.86100006103516,newyork
2024-03-01 00:00:00+00:00,-0.000555117843074826,-0.0004465183128219419,-0.0009047767980989718,-0.0009349384797963101,0.0009780991287851707,0.0004840141569108408,1,-1.0,-2.0,-0.0014468574271401247,0.0,-0.0006571308176430701,42.783734892378675,0,0,0,0,4,0,82.81500244140625,off
2024-03-01 04:00:00+00:00,0.0007244769283947239,0.00016895691525009582,-0.0006029912561668072,-3.6177901377887345e-05,0.0007239524415535445,0.000526278831343537,0,1.0,-2.0,-0.000663213613570246,0.0007244769283947239,6.988538114671705e-05,49.69805928179596,1,0,0,4,4,1,82.875,asian
2024-03-01 08:00:00+00:00,-0.00047060591063352586,0.00025353007463668753,-0.0009226587109628648,-0.00022937446149717822,0.0010925187059980768,0.0006916872222814327,1,-1.0,-2.0,-0.0009226587109628648,0.00025353007463668753,-0.00038164944988594574,42.03073214823742,0,1,0,8,4,2,82.83599853515625,london
