Datetime,Open,High,Low,Close,Volume,hour,day_of_week,session,session_num
2024-02-22 00:00:00+00:00,82.90599822998047,82.97000122070312,82.88899993896484,82.92250061035156,0,0,3,off,0
2024-02-22 04:00:00+00:00,82.90499877929688,82.93250274658203,82.8270034790039,82.86900329589844,0,4,3,asian,1
2024-02-22 08:00:00+00:00,82.86900329589844,82.92500305175781,82.77300262451172,82.81099700927734,0,8,3,london,2
2024-02-22 12:00:00+00:00,82.80899810791016,82.87999725341797,82.79199981689453,82.84300231933594,0,12,3,newyork,3
2024-02-22 16:00:00+00:00,82.84500122070312,82.88999938964844,82.83999633789062,82.83999633789062,0,16,3,newyork,3
2024-02-22 20:00:00+00:00,82.83999633789062,82.8479995727539,82.81700134277344,82.8479995727539,0,20,3,newyork,3
2024-02-23 00:00:00+00:00,82.84700012207031,82.87999725341797,82.81999969482422,82.86000061035156,0,0,4,off,0
2024-02-23 04:00:00+00:00,82.84500122070312,82.90249633789062,82.83000183105469,82.88999938964844,0,4,4,asian,1
2024-02-23 08:00:00+00:00,82.85900115966797,82.95500183105469,82.83599853515625,82.88099670410156,0,8,4,london,2
2024-02-23 12:00:00+00:00,82.88200378417969,82.88200378417969,82.8280029296875,82.83799743652344,0,12,4,newyork,3
2024-02-23 16:00:00+00:00,82.83999633789062,82.84200286865234,82.81999969482422,82.83899688720703,0,16,4,newyork,3
2024-02-23 20:00:00+00:00,82.83899688720703,82.83899688720703,82.83899688720703,82.83899688720703,0,20,4,newyork,3
2024-02-26 00:00:00+00:00,82.82499694824219,82.9375,82.82499694824219,82.89250183105469,0,0,0,off,0
2024-02-26 04:00:00+00:00,82.88999938964844,82.90750122070312,82.81400299072266,82.8550033569336,0,4,0,asian,1
2024-02-26 08:00:00+00:00,82.83000183105469,82.9000015258789,82.81999969482422,82.8280029296875,0,8,0,london,2
2024-02-26 12:00:00+00:00,82.82599639892578,82.87000274658203,82.80000305175781,82.8280029296875,0,12,0,newyork,3
2024-02-26 16:00:00+00:00,82.8270034790039,82.8290023803711,82.8239974975586,82.82599639892578,0,16,0,newyork,3
2024-02-26 20:00:00+00:00,82.82599639892578,82.8550033569336,82.802001953125,82.8030014038086,0,20,0,newyork,3
2024-02-27 00:00:00+00:00,82.802001953125,82.89250183105469,82.802001953125,82.87999725341797,0,0,1,off,0
2024-02-27 04:00:00+00:00,82.86299896240234,82.89250183105469,82.82599639892578,82.86000061035156,0,4,1,asian,1
2024-02-27 08:00:00+00:00,82.8489990234375,82.9000015258789,82.82499694824219,82.85299682617188,0,8,1,london,2
2024-02-27 12:00:00+00:00,82.85299682617188,82.87100219726562,82.82099914550781,82.86900329589844,0,12,1,newyork,3
2024-02-27 16:00:00+00:00,82.8550033569336,82.87100219726562,82.8550033569336,82.85700225830078,0,16,1,newyork,3
2024-02-27 20:00:00+00:00,82.85700225830078,82.87699890136719,82.85700225830078,82.87699890136719,0,20,1,newyork,3
2024-02-28 00:00:00+00:00,82.87699890136719,82.92500305175781,82.85399627685547,82.89250183105469,0,0,2,off,0
2024-02-28 04:00:00+00:00,82.88749694824219,82.91500091552734,82.87000274658203,82.87799835205078,0,4,2,asian,1
2024-02-28 08:00:00+00:00,82.8949966430664,82.94999694824219,82.8489990234375,82.8550033569336,0,8,2,london,2
2024-02-28 12:00:00+00:00,82.85600280761719,82.86699676513672,82.83399963378906,82.84500122070312,0,12,2,newyork,3
2024-02-28 16:00:00+00:00,82.84600067138672,82.86000061035156,82.84500122070312,82.85900115966797,0,16,2,newyork,3
2024-02-28 20:00:00+00:00,82.85900115966797,82.88800048828125,82.85900115966797,82.88800048828125,0,20,2,newyork,3
2024-02-29 00:00:00+00:00,82.88700103759766,82.92250061035156,82.85299682617188,82.88999938964844,0,0,3,off,0
2024-02-29 04:00:00+00:00,82.88999938964844,82.93499755859375,82.85299682617188,82.92500305175781,0,4,3,asian,1
2024-02-29 08:00:00+00:00,82.92250061035156,82.93000030517578,82.88749694824219,82.9124984741211,0,8,3,london,2
2024-02-29 12:00:00+00:00,82.86100006103516,82.86599731445312,82.84400177001953,82.85299682617188,0,12,3,newyork,3
2024-02-29 16:00:00+00:00,82.85099792480469,82.8550033569336,82.8489990234375,82.85199737548828,0,16,3,newyork,3
2024-02-29 20:00:00+00:00,82.85199737548828,82.9010009765625,82.85199737548828,82.86100006103516,0,20,3,newyork,3
2024-03-01 00:00:00+00:00,82.88899993896484,82.89600372314453,82.81500244140625,82.81500244140625,0,0,4,off,0
2024-03-01 04:00:00+00:00,82.822998046875,82.875,82.81500244140625,82.875,0,4,4,asian,1
2024-03-01 08:00:00+00:00,82.87249755859375,82.9124984741211,82.8219985961914,82.83599853515625,0,8,4,london,2
2024-03-01 12:00:00+00:00,82.84200286865234,82.8489990234375,82.82099914550781,82.8290023803711,0,12,4,newyork,3
2024-03-01 16:00:00+00:00,82.81400299072266,82.81400299072266,82.81400299072266,82.81400299072266,0,16,4,newyork,3
2024-03-01 20:00:00+00:00,82.81400299072266,82.822998046875,82.81400299072266,82.82099914550781,0,20,4,newyork,3
2024-03-04 00:00:00+00:00,82.7979965209961,82.87750244140625,82.7979965209961,82.87249755859375,0,0,0,off,0
2024-03-04 04:00:00+00:00,82.8479995727539,82.9000015258789,82.83399963378906,82.87000274658203,0,4,0,asian,1
2024-03-04 08:00:00+00:00,82.8499984741211,82.9124984741211,82.83899688720703,82.85700225830078,0,8,0,london,2
2024-03-04 12:00:00+00:00,82.85600280761719,82.88200378417969,82.8550033569336,82.86299896240234,0,12,0,newyork,3
2024-03-04 16:00:00+00:00,82.85199737548828,82.87000274658203,82.8499984741211,82.85900115966797,0,16,0,newyork,3
2024-03-04 20:00:00+00:00,82.85900115966797,82.88999938964844,82.85900115966797,82.88600158691406,0,20,0,newyork,3
2024-03-05 00:00:00+00:00,82.89199829101562,82.92500305175781,82.86199951171875,82.89700317382812,0,0,1,off,0
2024-03-05 04:00:00+00:00,82.9124984741211,82.92749786376953,82.86100006103516,82.9124984741211,0,4,1,asian,1
2024-03-05 08:00:00+00:00,82.86000061035156,82.91999816894531,82.83100128173828,82.86199951171875,0,8,1,london,2
2024-03-05 12:00:00+00:00,82.86399841308594,82.87000274658203,82.81600189208984,82.84100341796875,0,12,1,newyork,3
2024-03-05 16:00:00+00:00,82.83999633789062,82.84600067138672,82.83599853515625,82.83999633789062,0,16,1,newyork,3
2024-03-05 20:00:00+00:00,82.83999633789062,82.88600158691406,82.83000183105469,82.86499786376953,0,20,1,newyork,3
2024-03-06 00:00:00+00:00,82.86499786376953,82.90249633789062,82.83000183105469,82.88999938964844,0,0,2,off,0
2024-03-06 04:00:00+00:00,82.89250183105469,82.90750122070312,82.83000183105469,82.87200164794922,0,4,2,asian,1
2024-03-06 08:00:00+00:00,82.8949966430664,82.9000015258789,82.78199768066406,82.8010025024414,0,8,2,london,2
2024-03-06 12:00:00+00:00,82.8030014038086,82.80999755859375,82.75399780273438,82.76599884033203,0,12,2,newyork,3
2024-03-06 16:00:00+00:00,82.76799774169922,82.77100372314453,82.75900268554688,82.76200103759766,0,16,2,newyork,3
2024-03-06 20:00:00+00:00,82.76200103759766,82.79499816894531,82.76000213623047,82.79399871826172,0,20,2,newyork,3
2024-03-07 00:00:00+00:00,82.81900024414062,82.82250213623047,82.69499969482422,82.72750091552734,0,0,3,off,0
2024-03-07 04:00:00+00:00,82.6989974975586,82.79750061035156,82.6989974975586,82.78500366210938,0,4,3,asian,1
2024-03-07 08:00:00+00:00,82.78250122070312,82.79499816894531,82.7699966430664,82.77999877929688,0,8,3,london,2
2024-03-07 12:00:00+00:00,82.6729965209961,82.677001953125,82.63999938964844,82.64399719238281,0,12,3,newyork,3
2024-03-07 16:00:00+00:00,82.6449966430664,82.66600036621094,82.6449966430664,82.66600036621094,0,16,3,newyork,3
2024-03-07 20:00:00+00:00,82.68000030517578,82.68800354003906,82.66000366210938,82.68800354003906,0,20,3,newyork,3
2024-03-08 00:00:00+00:00,82.64700317382812,82.7249984741211,82.64600372314453,82.68900299072266,0,0,4,off,0
2024-03-08 04:00:00+00:00,82.68800354003906,82.69400024414062,82.66000366210938,82.69300079345703,0,4,4,asian,1
2024-03-08 12:00:00+00:00,82.6780014038086,82.697998046875,82.66899871826172,82.6969985961914,0,12,4,newyork,3
2024-03-08 16:00:00+00:00,82.69599914550781,82.7300033569336,82.69599914550781,82.71600341796875,0,16,4,newyork,3
2024-03-08 20:00:00+00:00,82.71600341796875,82.71600341796875,82.70999908447266,82.70999908447266,0,20,4,newyork,3
2024-03-11 00:00:00+00:00,82.71900177001953,82.78500366210938,82.62999725341797,82.65499877929688,0,0,0,off,0
2024-03-11 04:00:00+00:00,82.65750122070312,82.74500274658203,82.6500015258789,82.72250366210938,0,4,0,asian,1
2024-03-11 08:00:00+00:00,82.72000122070312,82.76499938964844,82.69999694824219,82.75749969482422,0,8,0,london,2
2024-03-11 12:00:00+00:00,82.68900299072266,82.72799682617188,82.68399810791016,82.70700073242188,0,12,0,newyork,3
2024-03-11 16:00:00+00:00,82.69999694824219,82.74099731445312,82.69599914550781,82.6969985961914,0,16,0,newyork,3
2024-03-11 20:00:00+00:00,82.72000122070312,82.72000122070312,82.72000122070312,82.72000122070312,0,20,0,newyork,3
2024-03-12 00:00:00+00:00,82.70999908447266,82.75749969482422,82.69999694824219,82.71800231933594,0,0,1,off,0
2024-03-12 04:00:00+00:00,82.70999908447266,82.75,82.69499969482422,82.70800018310547,0,4,1,asian,1
2024-03-12 08:00:00+00:00,82.72000122070312,82.7750015258789,82.7020034790039,82.73500061035156,0,8,1,london,2
2024-03-12 12:00:00+00:00,82.73699951171875,82.77999877929688,82.7040023803711,82.74700164794922,0,12,1,newyork,3
2024-03-12 16:00:00+00:00,82.7509994506836,82.78700256347656,82.74700164794922,82.76799774169922,0,16,1,newyork,3
2024-03-12 20:00:00+00:00,82.76699829101562,82.83000183105469,82.74700164794922,82.81500244140625,0,20,1,newyork,3
2024-03-13 00:00:00+00:00,82.81500244140625,82.84249877929688,82.73699951171875,82.83000183105469,0,0,2,off,0
2024-03-13 04:00:00+00:00,82.8324966430664,82.90750122070312,82.80500030517578,82.87999725341797,0,4,2,asian,1
2024-03-13 08:00:00+00:00,82.87750244140625,82.88999938964844,82.76750183105469,82.78199768066406,0,8,2,london,2
2024-03-13 12:00:00+00:00,82.77999877929688,82.80699920654297,82.75700378417969,82.802001953125,0,12,2,newyork,3
2024-03-13 16:00:00+00:00,82.79100036621094,82.80000305175781,82.79100036621094,82.7979965209961,0,16,2,newyork,3
2024-03-13 20:00:00+00:00,82.81999969482422,82.81999969482422,82.79499816894531,82.80500030517578,0,20,2,newyork,3
2024-03-14 00:00:00+00:00,82.80500030517578,82.86250305175781,82.78199768066406,82.8324966430664,0,0,3,off,0
2024-03-14 04:00:00+00:00,82.83000183105469,82.88999938964844,82.78199768066406,82.81500244140625,0,4,3,asian,1
2024-03-14 08:00:00+00:00,82.8030014038086,82.8499984741211,82.77400207519531,82.80599975585938,0,8,3,london,2
2024-03-14 12:00:00+00:00,82.80799865722656,82.90799713134766,82.80599975585938,82.89600372314453,0,12,3,newyork,3
2024-03-14 16:00:00+00:00,82.89099884033203,82.89700317382812,82.88700103759766,82.8949966430664,0,16,3,newyork,3
2024-03-14 20:00:00+00:00,82.8949966430664,82.94100189208984,82.8949966430664,82.94100189208984,0,20,3,newyork,3
2024-03-15 00:00:00+00:00,82.94200134277344,82.95500183105469,82.90499877929688,82.92250061035156,0,0,4,off,0
2024-03-15 04:00:00+00:00,82.9229965209961,82.93000030517578,82.8219985961914,82.86250305175781,0,4,4,asian,1
2024-03-15 08:00:00+00:00,82.83999633789062,82.88999938964844,82.80000305175781,82.81199645996094,0,8,4,london,2
2024-03-15 12:00:00+00:00,82.81099700927734,82.86599731445312,82.78800201416016,82.83799743652344,0,12,4,newyork,3
2024-03-15 16:00:00+00:00,82.84100341796875,82.84700012207031,82.81999969482422,82.81999969482422,0,16,4,newyork,3
2024-03-15 20:00:00+00:00,82.83999633789062,82.86299896240234,82.83999633789062,82.86299896240234,0,20,4,newyork,3
2024-03-18 00:00:00+00:00,82.87100219726562,82.87750244140625,82.80000305175781,82.85250091552734,0,0,0,off,0
2024-03-18 04:00:00+00:00,82.83599853515625,82.90750122070312,82.8270034790039,82.89250183105469,0,4,0,asian,1
2024-03-18 08:00:00+00:00,82.85600280761719,82.9124984741211,82.8499984741211,82.86000061035156,0,8,0,london,2
2024-03-18 12:00:00+00:00,82.86699676513672,82.88800048828125,82.84700012207031,82.87200164794922,0,12,0,newyork,3
2024-03-18 16:00:00+00:00,82.87000274658203,82.9000015258789,82.87000274658203,82.88600158691406,0,16,0,newyork,3
2024-03-18 20:00:00+00:00,82.93000030517578,82.93000030517578,82.87999725341797,82.89199829101562,0,20,0,newyork,3
2024-03-19 00:00:00+00:00,82.85600280761719,82.95249938964844,82.85600280761719,82.93000030517578,0,0,1,off,0
2024-03-19 04:00:00+00:00,82.90899658203125,82.98750305175781,82.9020004272461,82.97750091552734,0,4,1,asian,1
2024-03-19 08:00:00+00:00,82.95500183105469,83.04499816894531,82.93699645996094,82.97799682617188,0,8,1,london,2
2024-03-19 12:00:00+00:00,82.97699737548828,83.00700378417969,82.96600341796875,82.98500061035156,0,12,1,newyork,3
2024-03-19 16:00:00+00:00,82.98600006103516,82.9990005493164,82.98500061035156,82.98699951171875,0,16,1,newyork,3
2024-03-19 20:00:00+00:00,82.98699951171875,83.01499938964844,82.98699951171875,83.0,0,20,1,newyork,3
2024-03-20 00:00:00+00:00,83.00299835205078,83.03500366210938,82.95800018310547,83.01499938964844,0,0,2,off,0
2024-03-20 04:00:00+00:00,83.01249694824219,83.1050033569336,82.95800018310547,83.06300354003906,0,4,2,asian,1
2024-03-20 08:00:00+00:00,83.08999633789062,83.18900299072266,83.0479965209961,83.13500213623047,0,8,2,london,2
2024-03-20 12:00:00+00:00,83.15599822998047,83.19599914550781,83.13200378417969,83.15699768066406,0,12,2,newyork,3
2024-03-20 16:00:00+00:00,83.15799713134766,83.15899658203125,83.15399932861328,83.15599822998047,0,16,2,newyork,3
2024-03-20 20:00:00+00:00,83.15299987792969,83.15299987792969,83.06199645996094,83.06999969482422,0,20,2,newyork,3
2024-03-21 00:00:00+00:00,83.01799774169922,83.15750122070312,83.01000213623047,83.05750274658203,0,0,3,off,0
2024-03-21 04:00:00+00:00,83.05500030517578,83.13249969482422,83.00800323486328,83.08999633789062,0,4,3,asian,1
2024-03-21 08:00:00+00:00,83.09600067138672,83.15750122070312,83.06099700927734,83.08899688720703,0,8,3,london,2
2024-03-21 12:00:00+00:00,83.08999633789062,83.1989974975586,83.03900146484375,83.18399810791016,0,12,3,newyork,3
2024-03-21 16:00:00+00:00,83.18499755859375,83.18800354003906,83.1510009765625,83.15399932861328,0,16,3,newyork,3
2024-03-21 20:00:00+00:00,83.18499755859375,83.18499755859375,83.18499755859375,83.18499755859375,0,20,3,newyork,3
2024-03-22 00:00:00+00:00,83.18000030517578,83.33000183105469,83.18000030517578,83.30999755859375,0,0,4,off,0
2024-03-22 04:00:00+00:00,83.31500244140625,83.40249633789062,83.26100158691406,83.30750274658203,0,4,4,asian,1
